datetime,Article Count,All Articles,keyword
2020-05-11 00:00:00+00:00,131,441496,Green Deal
2020-05-12 00:00:00+00:00,135,490850,Green Deal
2020-05-13 00:00:00+00:00,175,497828,Green Deal
2020-05-14 00:00:00+00:00,158,494390,Green Deal
2020-05-15 00:00:00+00:00,135,461984,Green Deal
2020-05-16 00:00:00+00:00,65,300044,Green Deal
2020-05-17 00:00:00+00:00,74,265906,Green Deal
2020-05-18 00:00:00+00:00,97,435546,Green Deal
2020-05-19 00:00:00+00:00,161,487475,Green Deal
2020-05-20 00:00:00+00:00,231,497600,Green Deal
2020-05-21 00:00:00+00:00,101,461285,Green Deal
2020-05-22 00:00:00+00:00,157,444681,Green Deal
2020-05-23 00:00:00+00:00,84,282782,Green Deal
2020-05-24 00:00:00+00:00,47,251831,Green Deal
2020-05-25 00:00:00+00:00,240,373645,Green Deal
2020-05-26 00:00:00+00:00,156,449894,Green Deal
2020-05-27 00:00:00+00:00,164,486726,Green Deal
2020-05-28 00:00:00+00:00,306,501271,Green Deal
2020-05-29 00:00:00+00:00,116,474432,Green Deal
2020-05-30 00:00:00+00:00,69,299101,Green Deal
2020-05-31 00:00:00+00:00,58,270905,Green Deal
2020-06-01 00:00:00+00:00,105,433839,Green Deal
2020-06-02 00:00:00+00:00,154,471823,Green Deal
2020-06-03 00:00:00+00:00,221,486796,Green Deal
2020-06-04 00:00:00+00:00,99,479129,Green Deal
2020-06-05 00:00:00+00:00,162,464145,Green Deal
2020-06-06 00:00:00+00:00,643,291667,Green Deal
2020-06-07 00:00:00+00:00,74,264279,Green Deal
2020-06-08 00:00:00+00:00,128,436728,Green Deal
2020-06-09 00:00:00+00:00,226,479708,Green Deal
2020-06-10 00:00:00+00:00,138,486910,Green Deal
2020-06-11 00:00:00+00:00,133,468401,Green Deal
2020-06-12 00:00:00+00:00,104,452304,Green Deal
2020-06-13 00:00:00+00:00,65,289242,Green Deal
2020-06-14 00:00:00+00:00,47,266262,Green Deal
2020-06-15 00:00:00+00:00,166,449543,Green Deal
2020-06-16 00:00:00+00:00,175,487519,Green Deal
2020-06-17 00:00:00+00:00,249,495416,Green Deal
2020-06-18 00:00:00+00:00,206,487914,Green Deal
2020-06-19 00:00:00+00:00,186,463897,Green Deal
2020-06-20 00:00:00+00:00,63,297573,Green Deal
2020-06-21 00:00:00+00:00,115,263932,Green Deal
2020-06-22 00:00:00+00:00,239,441632,Green Deal
2020-06-23 00:00:00+00:00,151,482729,Green Deal
2020-06-24 00:00:00+00:00,261,479839,Green Deal
2020-06-25 00:00:00+00:00,365,469812,Green Deal
2020-06-26 00:00:00+00:00,133,438483,Green Deal
2020-06-27 00:00:00+00:00,83,282680,Green Deal
2020-06-28 00:00:00+00:00,107,273022,Green Deal
2020-06-29 00:00:00+00:00,138,435214,Green Deal
2020-06-30 00:00:00+00:00,464,484577,Green Deal
2020-07-01 00:00:00+00:00,517,483273,Green Deal
2020-07-02 00:00:00+00:00,371,461931,Green Deal
2020-07-03 00:00:00+00:00,154,422390,Green Deal
2020-07-04 00:00:00+00:00,114,274545,Green Deal
2020-07-05 00:00:00+00:00,155,256706,Green Deal
2020-07-06 00:00:00+00:00,153,424766,Green Deal
2020-07-07 00:00:00+00:00,130,471886,Green Deal
2020-07-08 00:00:00+00:00,407,481871,Green Deal
2020-07-09 00:00:00+00:00,399,476175,Green Deal
2020-07-10 00:00:00+00:00,212,445608,Green Deal
2020-07-11 00:00:00+00:00,117,280746,Green Deal
2020-07-12 00:00:00+00:00,148,258307,Green Deal
2020-07-13 00:00:00+00:00,145,431002,Green Deal
2020-07-14 00:00:00+00:00,371,465925,Green Deal
2020-07-15 00:00:00+00:00,297,483461,Green Deal
2020-07-16 00:00:00+00:00,159,473482,Green Deal
2020-07-17 00:00:00+00:00,238,442260,Green Deal
2020-07-18 00:00:00+00:00,67,281635,Green Deal
2020-07-19 00:00:00+00:00,65,254798,Green Deal
2020-07-20 00:00:00+00:00,149,426520,Green Deal
2020-07-21 00:00:00+00:00,320,458273,Green Deal
2020-07-22 00:00:00+00:00,247,468056,Green Deal
2020-07-23 00:00:00+00:00,159,458666,Green Deal
2020-07-24 00:00:00+00:00,118,433123,Green Deal
2020-07-25 00:00:00+00:00,130,273661,Green Deal
2020-07-26 00:00:00+00:00,48,254449,Green Deal
2020-07-27 00:00:00+00:00,103,421989,Green Deal
2020-07-28 00:00:00+00:00,133,454275,Green Deal
2020-07-29 00:00:00+00:00,115,456878,Green Deal
2020-07-30 00:00:00+00:00,196,461352,Green Deal
2020-07-31 00:00:00+00:00,111,427294,Green Deal
2020-08-01 00:00:00+00:00,66,273130,Green Deal
2020-08-02 00:00:00+00:00,155,245217,Green Deal
2020-08-03 00:00:00+00:00,95,405490,Green Deal
2020-08-04 00:00:00+00:00,155,441535,Green Deal
2020-08-05 00:00:00+00:00,208,446742,Green Deal
2020-08-06 00:00:00+00:00,193,454036,Green Deal
2020-08-07 00:00:00+00:00,241,433829,Green Deal
2020-08-08 00:00:00+00:00,75,275032,Green Deal
2020-08-09 00:00:00+00:00,194,253836,Green Deal
2020-08-10 00:00:00+00:00,108,415995,Green Deal
2020-08-11 00:00:00+00:00,108,446609,Green Deal
2020-08-12 00:00:00+00:00,723,447774,Green Deal
2020-08-13 00:00:00+00:00,524,452575,Green Deal
2020-08-14 00:00:00+00:00,157,420848,Green Deal
2020-08-15 00:00:00+00:00,180,268982,Green Deal
2020-08-16 00:00:00+00:00,86,251144,Green Deal
2020-08-17 00:00:00+00:00,356,410906,Green Deal
2020-08-18 00:00:00+00:00,259,450250,Green Deal
2020-08-19 00:00:00+00:00,233,451905,Green Deal
2020-08-20 00:00:00+00:00,816,454529,Green Deal
2020-08-21 00:00:00+00:00,232,427804,Green Deal
2020-08-22 00:00:00+00:00,77,273253,Green Deal
2020-08-23 00:00:00+00:00,83,253893,Green Deal
2020-08-24 00:00:00+00:00,164,415026,Green Deal
2020-08-25 00:00:00+00:00,122,455853,Green Deal
2020-08-26 00:00:00+00:00,262,460525,Green Deal
2020-08-27 00:00:00+00:00,244,457788,Green Deal
2020-08-28 00:00:00+00:00,416,431340,Green Deal
2020-08-29 00:00:00+00:00,57,274180,Green Deal
2020-08-30 00:00:00+00:00,133,243328,Green Deal
2020-08-31 00:00:00+00:00,289,419437,Green Deal
2020-09-01 00:00:00+00:00,390,455789,Green Deal
2020-09-02 00:00:00+00:00,852,461034,Green Deal
2020-09-03 00:00:00+00:00,226,459474,Green Deal
2020-09-04 00:00:00+00:00,214,436602,Green Deal
2020-09-05 00:00:00+00:00,83,275673,Green Deal
2020-09-06 00:00:00+00:00,61,254272,Green Deal
2020-09-07 00:00:00+00:00,125,382487,Green Deal
2020-09-08 00:00:00+00:00,180,438052,Green Deal
2020-09-09 00:00:00+00:00,216,462015,Green Deal
2020-09-10 00:00:00+00:00,169,455784,Green Deal
2020-09-11 00:00:00+00:00,362,424760,Green Deal
2020-09-12 00:00:00+00:00,200,276843,Green Deal
2020-09-13 00:00:00+00:00,76,251070,Green Deal
2020-09-14 00:00:00+00:00,292,423935,Green Deal
2020-09-15 00:00:00+00:00,265,457180,Green Deal
2020-09-16 00:00:00+00:00,351,456138,Green Deal
2020-09-17 00:00:00+00:00,194,459629,Green Deal
2020-09-18 00:00:00+00:00,552,430145,Green Deal
2020-09-19 00:00:00+00:00,164,275172,Green Deal
2020-09-20 00:00:00+00:00,92,245868,Green Deal
2020-09-21 00:00:00+00:00,159,427896,Green Deal
2020-09-22 00:00:00+00:00,169,464430,Green Deal
2020-09-23 00:00:00+00:00,284,481093,Green Deal
2020-09-24 00:00:00+00:00,337,421483,Green Deal
2020-09-25 00:00:00+00:00,171,368896,Green Deal
2020-09-26 00:00:00+00:00,95,211944,Green Deal
2020-09-27 00:00:00+00:00,145,224211,Green Deal
2020-09-28 00:00:00+00:00,99,352269,Green Deal
2020-09-29 00:00:00+00:00,155,382841,Green Deal
2020-09-30 00:00:00+00:00,728,391497,Green Deal
2020-10-01 00:00:00+00:00,259,409202,Green Deal
2020-10-02 00:00:00+00:00,281,364205,Green Deal
2020-10-03 00:00:00+00:00,73,189612,Green Deal
2020-10-04 00:00:00+00:00,61,193400,Green Deal
2020-10-05 00:00:00+00:00,182,306294,Green Deal
2020-10-06 00:00:00+00:00,150,342434,Green Deal
2020-10-07 00:00:00+00:00,220,338152,Green Deal
2020-10-08 00:00:00+00:00,629,355434,Green Deal
2020-10-09 00:00:00+00:00,109,139836,Green Deal
2020-10-10 00:00:00+00:00,135,279311,Green Deal
2020-10-11 00:00:00+00:00,98,227376,Green Deal
2020-10-12 00:00:00+00:00,99,291710,Green Deal
2020-10-13 00:00:00+00:00,120,318111,Green Deal
2020-10-14 00:00:00+00:00,161,295346,Green Deal
2020-10-15 00:00:00+00:00,94,268774,Green Deal
2020-10-16 00:00:00+00:00,67,120244,Green Deal
2020-10-17 00:00:00+00:00,102,199788,Green Deal
2020-10-18 00:00:00+00:00,101,190519,Green Deal
2020-10-19 00:00:00+00:00,68,111249,Green Deal
2020-10-21 00:00:00+00:00,100,252439,Green Deal
2020-10-22 00:00:00+00:00,117,218535,Green Deal
2020-10-23 00:00:00+00:00,77,95334,Green Deal
2020-10-24 00:00:00+00:00,66,93479,Green Deal
2020-10-25 00:00:00+00:00,76,141061,Green Deal
2020-10-26 00:00:00+00:00,157,228806,Green Deal
2020-10-27 00:00:00+00:00,114,223872,Green Deal
2020-10-28 00:00:00+00:00,228,245728,Green Deal
2020-10-29 00:00:00+00:00,109,190672,Green Deal
2020-10-30 00:00:00+00:00,53,115063,Green Deal
2020-10-31 00:00:00+00:00,28,69573,Green Deal
2020-11-01 00:00:00+00:00,67,104263,Green Deal
2020-11-02 00:00:00+00:00,102,195941,Green Deal
2020-11-03 00:00:00+00:00,151,169311,Green Deal
2020-11-04 00:00:00+00:00,310,205079,Green Deal
2020-11-05 00:00:00+00:00,72,150371,Green Deal
2020-11-06 00:00:00+00:00,27,73645,Green Deal
2020-11-07 00:00:00+00:00,14,40463,Green Deal
2020-11-08 00:00:00+00:00,63,70970,Green Deal
2020-11-09 00:00:00+00:00,133,189990,Green Deal
2020-11-10 00:00:00+00:00,73,128611,Green Deal
2020-11-11 00:00:00+00:00,84,151080,Green Deal
2020-11-12 00:00:00+00:00,53,126882,Green Deal
2020-11-13 00:00:00+00:00,16,34096,Green Deal
2020-11-14 00:00:00+00:00,18,10407,Green Deal
2020-11-15 00:00:00+00:00,22,41258,Green Deal
2020-11-16 00:00:00+00:00,63,165302,Green Deal
2020-11-17 00:00:00+00:00,53,148073,Green Deal
2020-11-18 00:00:00+00:00,223,447979,Green Deal
2020-11-19 00:00:00+00:00,252,463572,Green Deal
2020-11-20 00:00:00+00:00,168,442626,Green Deal
2020-11-21 00:00:00+00:00,107,278317,Green Deal
2020-11-22 00:00:00+00:00,64,246932,Green Deal
2020-11-23 00:00:00+00:00,314,411141,Green Deal
2020-11-24 00:00:00+00:00,167,448919,Green Deal
2020-11-25 00:00:00+00:00,131,447213,Green Deal
2020-11-26 00:00:00+00:00,85,406221,Green Deal
2020-11-27 00:00:00+00:00,88,385161,Green Deal
2020-11-28 00:00:00+00:00,73,260516,Green Deal
2020-11-29 00:00:00+00:00,106,245823,Green Deal
2020-11-30 00:00:00+00:00,211,404039,Green Deal
2020-12-01 00:00:00+00:00,156,445234,Green Deal
2020-12-02 00:00:00+00:00,148,451967,Green Deal
2020-12-03 00:00:00+00:00,188,449534,Green Deal
2020-12-04 00:00:00+00:00,180,423831,Green Deal
2020-12-05 00:00:00+00:00,51,269516,Green Deal
2020-12-06 00:00:00+00:00,72,244888,Green Deal
2020-12-07 00:00:00+00:00,139,399530,Green Deal
2020-12-08 00:00:00+00:00,144,434832,Green Deal
2020-12-09 00:00:00+00:00,201,453379,Green Deal
2020-12-10 00:00:00+00:00,221,451106,Green Deal
2020-12-11 00:00:00+00:00,219,432311,Green Deal
2020-12-12 00:00:00+00:00,76,279784,Green Deal
2020-12-13 00:00:00+00:00,61,242656,Green Deal
2020-12-14 00:00:00+00:00,110,388462,Green Deal
2020-12-15 00:00:00+00:00,119,433473,Green Deal
2020-12-16 00:00:00+00:00,170,435856,Green Deal
2020-12-17 00:00:00+00:00,305,433762,Green Deal
2020-12-18 00:00:00+00:00,335,408678,Green Deal
2020-12-19 00:00:00+00:00,72,261458,Green Deal
2020-12-20 00:00:00+00:00,62,235551,Green Deal
2020-12-21 00:00:00+00:00,118,380622,Green Deal
2020-12-22 00:00:00+00:00,151,402524,Green Deal
2020-12-23 00:00:00+00:00,194,396345,Green Deal
2020-12-24 00:00:00+00:00,104,330134,Green Deal
2020-12-25 00:00:00+00:00,40,237628,Green Deal
2020-12-26 00:00:00+00:00,26,211666,Green Deal
2020-12-27 00:00:00+00:00,51,218056,Green Deal
2020-12-28 00:00:00+00:00,67,339509,Green Deal
2020-12-29 00:00:00+00:00,66,368946,Green Deal
2020-12-30 00:00:00+00:00,69,370147,Green Deal
2020-12-31 00:00:00+00:00,57,321992,Green Deal
2021-01-01 00:00:00+00:00,160,231089,Green Deal
2021-01-02 00:00:00+00:00,258,218342,Green Deal
2021-01-03 00:00:00+00:00,91,218408,Green Deal
2021-01-04 00:00:00+00:00,144,359283,Green Deal
2021-01-05 00:00:00+00:00,148,395722,Green Deal
2021-01-06 00:00:00+00:00,241,390565,Green Deal
2021-01-07 00:00:00+00:00,137,407743,Green Deal
2021-01-08 00:00:00+00:00,121,391721,Green Deal
2021-01-09 00:00:00+00:00,46,260446,Green Deal
2021-01-10 00:00:00+00:00,126,232354,Green Deal
2021-01-11 00:00:00+00:00,149,386901,Green Deal
2021-01-12 00:00:00+00:00,70,423924,Green Deal
2021-01-13 00:00:00+00:00,144,437044,Green Deal
2021-01-14 00:00:00+00:00,100,431183,Green Deal
2021-01-15 00:00:00+00:00,89,414351,Green Deal
2021-01-16 00:00:00+00:00,47,262202,Green Deal
2021-01-17 00:00:00+00:00,52,237681,Green Deal
2021-01-18 00:00:00+00:00,239,376283,Green Deal
2021-01-19 00:00:00+00:00,165,416507,Green Deal
2021-01-20 00:00:00+00:00,270,430952,Green Deal
2021-01-21 00:00:00+00:00,194,426349,Green Deal
2021-01-22 00:00:00+00:00,258,412078,Green Deal
2021-01-23 00:00:00+00:00,85,260208,Green Deal
2021-01-24 00:00:00+00:00,63,233228,Green Deal
2021-01-25 00:00:00+00:00,236,392007,Green Deal
2021-01-26 00:00:00+00:00,105,425535,Green Deal
2021-01-27 00:00:00+00:00,175,439973,Green Deal
2021-01-28 00:00:00+00:00,195,439009,Green Deal
2021-01-29 00:00:00+00:00,138,417688,Green Deal
2021-01-30 00:00:00+00:00,65,265908,Green Deal
2021-01-31 00:00:00+00:00,53,248519,Green Deal
2021-02-01 00:00:00+00:00,78,401219,Green Deal
2021-02-02 00:00:00+00:00,135,431507,Green Deal
2021-02-03 00:00:00+00:00,116,433379,Green Deal
2021-02-04 00:00:00+00:00,184,415419,Green Deal
2021-02-05 00:00:00+00:00,153,412610,Green Deal
2021-02-06 00:00:00+00:00,48,259619,Green Deal
2021-02-07 00:00:00+00:00,88,238624,Green Deal
2021-02-08 00:00:00+00:00,162,387385,Green Deal
2021-02-09 00:00:00+00:00,241,426043,Green Deal
2021-02-10 00:00:00+00:00,105,423172,Green Deal
2021-02-11 00:00:00+00:00,100,405330,Green Deal
2021-02-12 00:00:00+00:00,82,383719,Green Deal
2021-02-13 00:00:00+00:00,52,259387,Green Deal
2021-02-14 00:00:00+00:00,31,236759,Green Deal
2021-02-15 00:00:00+00:00,79,353226,Green Deal
2021-02-16 00:00:00+00:00,121,393531,Green Deal
2021-02-17 00:00:00+00:00,352,419319,Green Deal
2021-02-18 00:00:00+00:00,533,428304,Green Deal
2021-02-19 00:00:00+00:00,308,409264,Green Deal
2021-02-20 00:00:00+00:00,277,271186,Green Deal
2021-02-21 00:00:00+00:00,100,232090,Green Deal
2021-02-22 00:00:00+00:00,230,378007,Green Deal
2021-02-23 00:00:00+00:00,444,412579,Green Deal
2021-02-24 00:00:00+00:00,261,427161,Green Deal
2021-02-25 00:00:00+00:00,133,428203,Green Deal
2021-02-26 00:00:00+00:00,180,409406,Green Deal
2021-02-27 00:00:00+00:00,66,259889,Green Deal
2021-02-28 00:00:00+00:00,67,229907,Green Deal
2021-03-01 00:00:00+00:00,118,389441,Green Deal
2021-03-02 00:00:00+00:00,139,422417,Green Deal
2021-03-03 00:00:00+00:00,228,430153,Green Deal
2021-03-04 00:00:00+00:00,166,424090,Green Deal
2021-03-05 00:00:00+00:00,162,404974,Green Deal
2021-03-06 00:00:00+00:00,53,258775,Green Deal
2021-03-07 00:00:00+00:00,90,233522,Green Deal
2021-03-08 00:00:00+00:00,150,374748,Green Deal
2021-03-09 00:00:00+00:00,260,417682,Green Deal
2021-03-10 00:00:00+00:00,269,425267,Green Deal
2021-03-11 00:00:00+00:00,203,425476,Green Deal
2021-03-12 00:00:00+00:00,141,400563,Green Deal
2021-03-13 00:00:00+00:00,71,254595,Green Deal
2021-03-14 00:00:00+00:00,201,230628,Green Deal
2021-03-15 00:00:00+00:00,374,392200,Green Deal
2021-03-16 00:00:00+00:00,510,418834,Green Deal
2021-03-17 00:00:00+00:00,128,426273,Green Deal
2021-03-18 00:00:00+00:00,191,415973,Green Deal
2021-03-19 00:00:00+00:00,110,397271,Green Deal
2021-03-20 00:00:00+00:00,83,249955,Green Deal
2021-03-21 00:00:00+00:00,74,226753,Green Deal
2021-03-22 00:00:00+00:00,186,384572,Green Deal
2021-03-23 00:00:00+00:00,408,420660,Green Deal
2021-03-24 00:00:00+00:00,125,422002,Green Deal
2021-03-25 00:00:00+00:00,304,425408,Green Deal
2021-03-26 00:00:00+00:00,129,405401,Green Deal
2021-03-27 00:00:00+00:00,63,252157,Green Deal
2021-03-28 00:00:00+00:00,43,227962,Green Deal
2021-03-29 00:00:00+00:00,86,376131,Green Deal
2021-03-30 00:00:00+00:00,101,416220,Green Deal
2021-03-31 00:00:00+00:00,261,423604,Green Deal
2021-04-01 00:00:00+00:00,277,402365,Green Deal
2021-04-02 00:00:00+00:00,268,340309,Green Deal
2021-04-03 00:00:00+00:00,42,232977,Green Deal
2021-04-04 00:00:00+00:00,83,211641,Green Deal
2021-04-05 00:00:00+00:00,113,318343,Green Deal
2021-04-06 00:00:00+00:00,282,397183,Green Deal
2021-04-07 00:00:00+00:00,135,414740,Green Deal
2021-04-08 00:00:00+00:00,100,407848,Green Deal
2021-04-09 00:00:00+00:00,81,390248,Green Deal
2021-04-10 00:00:00+00:00,65,247005,Green Deal
2021-04-11 00:00:00+00:00,41,226188,Green Deal
2021-04-12 00:00:00+00:00,154,380105,Green Deal
2021-04-13 00:00:00+00:00,145,407615,Green Deal
2021-04-14 00:00:00+00:00,156,405065,Green Deal
2021-04-15 00:00:00+00:00,143,408883,Green Deal
2021-04-16 00:00:00+00:00,101,391221,Green Deal
2021-04-17 00:00:00+00:00,67,242394,Green Deal
2021-04-18 00:00:00+00:00,38,222834,Green Deal
2021-04-19 00:00:00+00:00,357,378187,Green Deal
2021-04-20 00:00:00+00:00,295,409399,Green Deal
2021-04-21 00:00:00+00:00,614,403666,Green Deal
2021-04-22 00:00:00+00:00,409,416210,Green Deal
2021-04-23 00:00:00+00:00,229,387641,Green Deal
2021-04-24 00:00:00+00:00,219,246439,Green Deal
2021-04-25 00:00:00+00:00,87,227957,Green Deal
2021-04-26 00:00:00+00:00,168,380105,Green Deal
2021-04-27 00:00:00+00:00,155,403525,Green Deal
2021-04-28 00:00:00+00:00,296,408538,Green Deal
2021-04-29 00:00:00+00:00,278,410524,Green Deal
2021-04-30 00:00:00+00:00,108,379361,Green Deal
2021-05-01 00:00:00+00:00,92,234433,Green Deal
2021-05-02 00:00:00+00:00,186,215069,Green Deal
2021-05-03 00:00:00+00:00,184,326859,Green Deal
2021-05-04 00:00:00+00:00,138,366636,Green Deal
2021-05-05 00:00:00+00:00,114,390845,Green Deal
2021-05-06 00:00:00+00:00,87,399273,Green Deal
2021-05-07 00:00:00+00:00,352,380651,Green Deal
2021-05-08 00:00:00+00:00,94,249175,Green Deal
2021-05-09 00:00:00+00:00,73,224361,Green Deal
2021-05-10 00:00:00+00:00,75,362397,Green Deal
2021-05-11 00:00:00+00:00,79,401775,Green Deal
2021-05-12 00:00:00+00:00,127,404441,Green Deal
2021-05-13 00:00:00+00:00,491,378186,Green Deal
2021-05-14 00:00:00+00:00,520,368120,Green Deal
2021-05-15 00:00:00+00:00,58,233930,Green Deal
2021-05-16 00:00:00+00:00,52,217078,Green Deal
2021-05-17 00:00:00+00:00,109,366389,Green Deal
2021-05-18 00:00:00+00:00,107,400577,Green Deal
2021-05-19 00:00:00+00:00,106,407435,Green Deal
2021-05-20 00:00:00+00:00,96,405834,Green Deal
2021-05-21 00:00:00+00:00,93,381142,Green Deal
2021-05-22 00:00:00+00:00,48,241441,Green Deal
2021-05-23 00:00:00+00:00,34,216325,Green Deal
2021-05-24 00:00:00+00:00,82,345639,Green Deal
2021-05-25 00:00:00+00:00,78,392442,Green Deal
2021-05-26 00:00:00+00:00,135,396901,Green Deal
2021-05-27 00:00:00+00:00,124,401744,Green Deal
2021-05-28 00:00:00+00:00,92,377409,Green Deal
2021-05-29 00:00:00+00:00,24,232977,Green Deal
2021-05-30 00:00:00+00:00,43,212810,Green Deal
2021-05-31 00:00:00+00:00,94,324150,Green Deal
2021-06-01 00:00:00+00:00,127,376617,Green Deal
2021-06-02 00:00:00+00:00,97,384568,Green Deal
2021-06-03 00:00:00+00:00,102,381811,Green Deal
2021-06-04 00:00:00+00:00,110,369739,Green Deal
2021-06-05 00:00:00+00:00,54,232348,Green Deal
2021-06-06 00:00:00+00:00,36,213886,Green Deal
2021-06-07 00:00:00+00:00,104,354476,Green Deal
2021-06-08 00:00:00+00:00,109,388002,Green Deal
2021-06-09 00:00:00+00:00,96,392876,Green Deal
2021-06-10 00:00:00+00:00,97,391875,Green Deal
2021-06-11 00:00:00+00:00,107,372657,Green Deal
2021-06-12 00:00:00+00:00,78,231988,Green Deal
2021-06-13 00:00:00+00:00,44,210210,Green Deal
2021-06-14 00:00:00+00:00,83,340462,Green Deal
2021-06-15 00:00:00+00:00,95,388720,Green Deal
2021-06-16 00:00:00+00:00,89,391468,Green Deal
2021-06-17 00:00:00+00:00,92,388809,Green Deal
2021-06-18 00:00:00+00:00,85,366728,Green Deal
2021-06-19 00:00:00+00:00,38,225981,Green Deal
2021-06-20 00:00:00+00:00,44,211344,Green Deal
2021-06-21 00:00:00+00:00,86,350375,Green Deal
2021-06-22 00:00:00+00:00,66,382590,Green Deal
2021-06-23 00:00:00+00:00,89,391285,Green Deal
2021-06-24 00:00:00+00:00,148,386663,Green Deal
2021-06-25 00:00:00+00:00,138,366127,Green Deal
2021-06-26 00:00:00+00:00,52,229660,Green Deal
2021-06-27 00:00:00+00:00,55,212448,Green Deal
2021-06-28 00:00:00+00:00,156,353609,Green Deal
2021-06-29 00:00:00+00:00,167,380027,Green Deal
2021-06-30 00:00:00+00:00,80,393756,Green Deal
2021-07-01 00:00:00+00:00,121,389707,Green Deal
2021-07-02 00:00:00+00:00,125,358279,Green Deal
2021-07-03 00:00:00+00:00,51,221766,Green Deal
2021-07-04 00:00:00+00:00,54,206103,Green Deal
2021-07-05 00:00:00+00:00,107,321800,Green Deal
2021-07-06 00:00:00+00:00,214,365276,Green Deal
2021-07-07 00:00:00+00:00,126,388453,Green Deal
2021-07-08 00:00:00+00:00,118,383126,Green Deal
2021-07-09 00:00:00+00:00,102,359733,Green Deal
2021-07-10 00:00:00+00:00,92,225901,Green Deal
2021-07-11 00:00:00+00:00,36,207277,Green Deal
2021-07-12 00:00:00+00:00,119,345276,Green Deal
2021-07-13 00:00:00+00:00,179,379105,Green Deal
2021-07-14 00:00:00+00:00,207,383837,Green Deal
2021-07-15 00:00:00+00:00,159,383965,Green Deal
2021-07-16 00:00:00+00:00,114,362193,Green Deal
2021-07-17 00:00:00+00:00,32,232246,Green Deal
2021-07-18 00:00:00+00:00,52,208346,Green Deal
2021-07-19 00:00:00+00:00,111,341886,Green Deal
2021-07-20 00:00:00+00:00,109,363247,Green Deal
2021-07-21 00:00:00+00:00,121,365772,Green Deal
2021-07-22 00:00:00+00:00,82,364050,Green Deal
2021-07-23 00:00:00+00:00,72,351774,Green Deal
2021-07-24 00:00:00+00:00,35,222263,Green Deal
2021-07-25 00:00:00+00:00,79,206625,Green Deal
2021-07-26 00:00:00+00:00,70,339918,Green Deal
2021-07-27 00:00:00+00:00,71,368488,Green Deal
2021-07-28 00:00:00+00:00,75,372945,Green Deal
2021-07-29 00:00:00+00:00,156,340575,Green Deal
2021-07-30 00:00:00+00:00,52,295176,Green Deal
2021-07-31 00:00:00+00:00,14,179518,Green Deal
2021-08-01 00:00:00+00:00,38,176789,Green Deal
2021-08-02 00:00:00+00:00,64,279820,Green Deal
2021-08-03 00:00:00+00:00,71,312044,Green Deal
2021-08-04 00:00:00+00:00,86,326653,Green Deal
2021-08-05 00:00:00+00:00,82,312187,Green Deal
2021-08-06 00:00:00+00:00,80,275945,Green Deal
2021-08-07 00:00:00+00:00,91,145166,Green Deal
2021-08-08 00:00:00+00:00,33,143688,Green Deal
2021-08-09 00:00:00+00:00,140,257737,Green Deal
2021-08-10 00:00:00+00:00,244,265910,Green Deal
2021-08-11 00:00:00+00:00,125,276749,Green Deal
2021-08-12 00:00:00+00:00,107,269766,Green Deal
2021-08-13 00:00:00+00:00,65,231316,Green Deal
2021-08-14 00:00:00+00:00,30,109615,Green Deal
2021-08-15 00:00:00+00:00,28,107839,Green Deal
2021-08-16 00:00:00+00:00,38,215053,Green Deal
2021-08-17 00:00:00+00:00,74,227926,Green Deal
2021-08-18 00:00:00+00:00,44,230675,Green Deal
2021-08-19 00:00:00+00:00,62,334923,Green Deal
2021-08-20 00:00:00+00:00,68,338763,Green Deal
2021-08-21 00:00:00+00:00,33,218918,Green Deal
2021-08-22 00:00:00+00:00,28,203092,Green Deal
2021-08-23 00:00:00+00:00,62,330440,Green Deal
2021-08-24 00:00:00+00:00,55,362811,Green Deal
2021-08-25 00:00:00+00:00,66,372972,Green Deal
2021-08-26 00:00:00+00:00,67,364724,Green Deal
2021-08-27 00:00:00+00:00,34,340515,Green Deal
2021-08-28 00:00:00+00:00,29,223521,Green Deal
2021-08-29 00:00:00+00:00,42,204924,Green Deal
2021-08-30 00:00:00+00:00,86,331616,Green Deal
2021-08-31 00:00:00+00:00,66,368455,Green Deal
2021-09-01 00:00:00+00:00,66,380462,Green Deal
2021-09-02 00:00:00+00:00,91,374522,Green Deal
2021-09-03 00:00:00+00:00,71,351895,Green Deal
2021-09-04 00:00:00+00:00,31,219237,Green Deal
2021-09-05 00:00:00+00:00,33,204550,Green Deal
2021-09-06 00:00:00+00:00,62,308314,Green Deal
2021-09-07 00:00:00+00:00,93,357952,Green Deal
2021-09-08 00:00:00+00:00,73,373728,Green Deal
2021-09-09 00:00:00+00:00,65,373589,Green Deal
2021-09-10 00:00:00+00:00,61,357553,Green Deal
2021-09-11 00:00:00+00:00,46,230006,Green Deal
2021-09-12 00:00:00+00:00,30,206056,Green Deal
2021-09-13 00:00:00+00:00,124,352376,Green Deal
2021-09-14 00:00:00+00:00,157,384076,Green Deal
2021-09-15 00:00:00+00:00,317,384744,Green Deal
2021-09-16 00:00:00+00:00,129,377865,Green Deal
2021-09-17 00:00:00+00:00,119,359295,Green Deal
2021-09-18 00:00:00+00:00,43,236146,Green Deal
2021-09-19 00:00:00+00:00,51,207134,Green Deal
2021-09-20 00:00:00+00:00,91,336223,Green Deal
2021-09-21 00:00:00+00:00,82,361118,Green Deal
2021-09-22 00:00:00+00:00,121,381335,Green Deal
